Identifier	gene_name	GENE_NAME	type	biotypes	description	gc	Cluster
ENSMUSG00000031645	F11	F11	protein_coding	protein_coding	coagulation_factor_XI_[Source:MGI_Symbol;Acc:MGI:99481]	0.4712	NA
ENSMUSG00000038691	Mbd3l1	MBD3L1	protein_coding	protein_coding	methyl-CpG_binding_domain_protein_3-like_1_[Source:MGI_Symbol;Acc:MGI:1920753]	0.4423	NA
ENSMUSG00000094612	Olfr491	OLFR491	protein_coding	protein_coding	olfactory_receptor_491_[Source:MGI_Symbol;Acc:MGI:3030325]	0.3921	NA
ENSMUSG00000058981	Olfr1406	OLFR1406	protein_coding	protein_coding	olfactory_receptor_1406_[Source:MGI_Symbol;Acc:MGI:3031240]	0.4031	NA
ENSMUSG00000031635	Anxa10	ANXA10	protein_coding	protein_coding	annexin_A10_[Source:MGI_Symbol;Acc:MGI:1347090]	0.4247	NA
ENSMUSG00000051611	Olfr112	OLFR112	protein_coding	protein_coding	olfactory_receptor_112_[Source:MGI_Symbol;Acc:MGI:2177495]	0.4006	NA
ENSMUSG00000085957	Syna	SYNA	protein_coding	protein_coding	syncytin_a_[Source:MGI_Symbol;Acc:MGI:2684898]	0.5429	NA
ENSMUSG00000076465	Trbv5	TRBV5	protein_coding	TR_V_gene	"T_cell_receptor_beta,_variable_5_[Source:MGI_Symbol;Acc:MGI:98583]"	0.4457	NA
ENSMUSG00000096410	Ighv1-19	IGHV1-19	protein_coding	IG_V_gene	immunoglobulin_heavy_variable_V1-19_[Source:MGI_Symbol;Acc:MGI:4439779]	0.4954	NA
ENSMUSG00000100689	Taar7e	TAAR7E	protein_coding	protein_coding	trace_amine-associated_receptor_7E_[Source:MGI_Symbol;Acc:MGI:3527445]	0.4791	NA
ENSMUSG00000045474	Olfr1368	OLFR1368	protein_coding	protein_coding	olfactory_receptor_1368_[Source:MGI_Symbol;Acc:MGI:3031202]	0.4356	NA
ENSMUSG00000048516	Adam26a	ADAM26A	protein_coding	protein_coding	a_disintegrin_and_metallopeptidase_domain_26A_(testase_3)_[Source:MGI_Symbol;Acc:MGI:105985]	0.401	NA
ENSMUSG00000115378	FAM237A	FAM237A	protein_coding	protein_coding	family_with_sequence_similarity_237_member_A_[Source:HGNC_Symbol;Acc:HGNC:52388]	0.438	NA
ENSMUSG00000074946	Olfr1313	OLFR1313	protein_coding	protein_coding	olfactory_receptor_1313_[Source:MGI_Symbol;Acc:MGI:3031147]	0.3846	NA
ENSMUSG00000053961	Ang5	ANG5	protein_coding	protein_coding	"angiogenin,_ribonuclease_A_family,_member_5_[Source:MGI_Symbol;Acc:MGI:3528599]"	0.445	NA
ENSMUSG00000059343	Aldoart1	ALDOART1	protein_coding	protein_coding	"aldolase_1_A,_retrogene_1_[Source:MGI_Symbol;Acc:MGI:2447811]"	0.4766	NA
ENSMUSG00000075598	Smok3c	SMOK3C	protein_coding	protein_coding	sperm_motility_kinase_3C_[Source:MGI_Symbol;Acc:MGI:3647925]	0.4906	NA
ENSMUSG00000102406	A730094K22Rik	A730094K22RIK	protein_coding	TEC	RIKEN_cDNA_A730094K22_gene_[Source:MGI_Symbol;Acc:MGI:2442864]	0.4514	NA
ENSMUSG00000111951	AC155929.1	AC155929.1	protein_coding	TEC	NA	0.3793	NA
ENSMUSG00000042888	Prr30	PRR30	protein_coding	protein_coding	proline_rich_30_[Source:MGI_Symbol;Acc:MGI:1923877]	0.5537	NA
ENSMUSG00000016255	Tubb1	TUBB1	protein_coding	protein_coding	"tubulin,_beta_1_class_VI_[Source:MGI_Symbol;Acc:MGI:107814]"	0.5455	NA
ENSMUSG00000063089	Klk1b8	KLK1B8	protein_coding	protein_coding	kallikrein_1-related_peptidase_b8_[Source:MGI_Symbol;Acc:MGI:892018]	0.5029	NA
ENSMUSG00000045584	Olfr610	OLFR610	protein_coding	protein_coding	olfactory_receptor_610_[Source:MGI_Symbol;Acc:MGI:3030444]	0.4234	NA
ENSMUSG00000047631	Apof	APOF	protein_coding	protein_coding	apolipoprotein_F_[Source:MGI_Symbol;Acc:MGI:104539]	0.5079	NA
ENSMUSG00000052468	Pmp2	PMP2	protein_coding	protein_coding	peripheral_myelin_protein_2_[Source:MGI_Symbol;Acc:MGI:102667]	0.4339	NA
ENSMUSG00000076523	Igkv15-103	IGKV15-103	protein_coding	IG_V_gene	immunoglobulin_kappa_chain_variable_15-103_[Source:MGI_Symbol;Acc:MGI:96513]	0.472	NA
ENSMUSG00000104067	Gm37196	GM37196	protein_coding	TEC	"predicted_gene,_37196_[Source:MGI_Symbol;Acc:MGI:5610424]"	0.4161	NA
ENSMUSG00000094701	Olfr916	OLFR916	protein_coding	protein_coding	olfactory_receptor_916_[Source:MGI_Symbol;Acc:MGI:3030750]	0.3549	NA
ENSMUSG00000024837	Dmrt1	DMRT1	protein_coding	protein_coding	doublesex_and_mab-3_related_transcription_factor_1_[Source:MGI_Symbol;Acc:MGI:1354733]	0.5811	NA
ENSMUSG00000039962	Olfr906	OLFR906	protein_coding	protein_coding	olfactory_receptor_906_[Source:MGI_Symbol;Acc:MGI:3030740]	0.3682	NA
ENSMUSG00000096355	Ighv8-4	IGHV8-4	protein_coding	IG_V_gene	immunoglobulin_heavy_variable_V8-4_[Source:MGI_Symbol;Acc:MGI:3646040]	0.4964	NA
ENSMUSG00000024803	Ankrd1	ANKRD1	protein_coding	protein_coding	ankyrin_repeat_domain_1_(cardiac_muscle)_[Source:MGI_Symbol;Acc:MGI:1097717]	0.468	NA
ENSMUSG00000003309	Ap1m2	AP1M2	protein_coding	protein_coding	"adaptor_protein_complex_AP-1,_mu_2_subunit_[Source:MGI_Symbol;Acc:MGI:1336974]"	0.5239	NA
ENSMUSG00000028536	2610528J11Rik	2610528J11RIK	protein_coding	protein_coding	RIKEN_cDNA_2610528J11_gene_[Source:MGI_Symbol;Acc:MGI:1913701]	0.5661	NA
ENSMUSG00000043529	Olfr266	OLFR266	protein_coding	protein_coding	olfactory_receptor_266_[Source:MGI_Symbol;Acc:MGI:3030100]	0.4149	NA
ENSMUSG00000060114	Olfr910	OLFR910	protein_coding	protein_coding	olfactory_receptor_910_[Source:MGI_Symbol;Acc:MGI:3030744]	0.3447	NA
ENSMUSG00000078505	Gm436	GM436	protein_coding	protein_coding	predicted_gene_436_[Source:MGI_Symbol;Acc:MGI:2685282]	0.4526	NA
ENSMUSG00000090556	Olfr753-ps1	OLFR753-PS1	protein_coding	polymorphic_pseudogene	"olfactory_receptor_753,_pseudogene_1_[Source:MGI_Symbol;Acc:MGI:3030587]"	0.4458	NA
ENSMUSG00000054054	Olfr309	OLFR309	protein_coding	protein_coding	olfactory_receptor_309_[Source:MGI_Symbol;Acc:MGI:3030143]	0.3804	NA
ENSMUSG00000090713	Gm8127	GM8127	protein_coding	protein_coding	predicted_gene_8127_[Source:MGI_Symbol;Acc:MGI:3646865]	0.431	NA
ENSMUSG00000054885	4930578G10Rik	4930578G10RIK	protein_coding	protein_coding	RIKEN_cDNA_4930578G10_gene_[Source:MGI_Symbol;Acc:MGI:1923202]	0.4805	NA
ENSMUSG00000022886	Prl2a1	PRL2A1	protein_coding	protein_coding	"prolactin_family_2,_subfamily_a,_member_1_[Source:MGI_Symbol;Acc:MGI:1861446]"	0.4434	NA
ENSMUSG00000112664	AC166361.2	AC166361.2	protein_coding	TEC	NA	0.4926	NA
ENSMUSG00000092165	Gm5624	GM5624	protein_coding	protein_coding	predicted_gene_5624_[Source:MGI_Symbol;Acc:MGI:3646247]	0.4197	NA
ENSMUSG00000104317	Gm37908	GM37908	protein_coding	TEC	"predicted_gene,_37908_[Source:MGI_Symbol;Acc:MGI:5611136]"	0.417	NA
ENSMUSG00000059488	Olfr727	OLFR727	protein_coding	protein_coding	olfactory_receptor_727_[Source:MGI_Symbol;Acc:MGI:3030561]	0.3964	NA
ENSMUSG00000067656	Slc22a27	SLC22A27	protein_coding	protein_coding	"solute_carrier_family_22,_member_27_[Source:MGI_Symbol;Acc:MGI:3042283]"	0.4145	NA
ENSMUSG00000060017	Olfr121	OLFR121	protein_coding	protein_coding	olfactory_receptor_121_[Source:MGI_Symbol;Acc:MGI:2177504]	0.4368	NA
ENSMUSG00000053797	Krt16	KRT16	protein_coding	protein_coding	keratin_16_[Source:MGI_Symbol;Acc:MGI:96690]	0.5585	NA
ENSMUSG00000039608	Olfr303	OLFR303	protein_coding	protein_coding	olfactory_receptor_303_[Source:MGI_Symbol;Acc:MGI:3030137]	0.3887	NA
ENSMUSG00000104429	2610034O05Rik	2610034O05RIK	protein_coding	TEC	RIKEN_cDNA_2610034O05_gene_[Source:MGI_Symbol;Acc:MGI:1923612]	0.5088	NA
ENSMUSG00000075044	Slc22a29	SLC22A29	protein_coding	protein_coding	solute_carrier_family_22._member_29_[Source:MGI_Symbol;Acc:MGI:3605624]	0.4082	NA
ENSMUSG00000049699	Ucn2	UCN2	protein_coding	protein_coding	urocortin_2_[Source:MGI_Symbol;Acc:MGI:2176375]	0.5022	NA
ENSMUSG00000050023	Olfr1176	OLFR1176	protein_coding	protein_coding	olfactory_receptor_1176_[Source:MGI_Symbol;Acc:MGI:3031010]	0.3787	NA
ENSMUSG00000099729	Scgb2b11	SCGB2B11	protein_coding	protein_coding	"secretoglobin,_family_2B,_member_11_[Source:MGI_Symbol;Acc:MGI:3782867]"	0.4207	NA
ENSMUSG00000104057	Gm38130	GM38130	protein_coding	TEC	"predicted_gene,_38130_[Source:MGI_Symbol;Acc:MGI:5611358]"	0.448	NA
ENSMUSG00000109616	Gm45393	GM45393	protein_coding	TEC	predicted_gene_45393_[Source:MGI_Symbol;Acc:MGI:5791229]	0.3827	NA
ENSMUSG00000056863	Olfr702	OLFR702	protein_coding	protein_coding	olfactory_receptor_702_[Source:MGI_Symbol;Acc:MGI:3030536]	0.406	NA
ENSMUSG00000075085	Olfr1242	OLFR1242	protein_coding	protein_coding	olfactory_receptor_1242_[Source:MGI_Symbol;Acc:MGI:3031076]	0.3553	NA
ENSMUSG00000093901	Olfr893	OLFR893	protein_coding	protein_coding	olfactory_receptor_893_[Source:MGI_Symbol;Acc:MGI:3030727]	0.3806	NA
ENSMUSG00000109158	Gm45166	GM45166	protein_coding	TEC	predicted_gene_45166_[Source:MGI_Symbol;Acc:MGI:5753742]	0.4143	NA
ENSMUSG00000094313	Vmn1r61	VMN1R61	protein_coding	protein_coding	vomeronasal_1_receptor_61_[Source:MGI_Symbol;Acc:MGI:3779692]	0.4109	NA
ENSMUSG00000076668	Ighv7-4	IGHV7-4	protein_coding	IG_V_gene	immunoglobulin_heavy_variable_7-4_[Source:MGI_Symbol;Acc:MGI:4439763]	0.4679	NA
ENSMUSG00000067700	Gm5862	GM5862	protein_coding	protein_coding	predicted_gene_5862_[Source:MGI_Symbol;Acc:MGI:3645135]	0.428	NA
ENSMUSG00000027416	Otor	OTOR	protein_coding	protein_coding	otoraplin_[Source:MGI_Symbol;Acc:MGI:1888678]	0.4099	NA
ENSMUSG00000112948	AC124579.1	AC124579.1	protein_coding	TEC	NA	0.396	NA
ENSMUSG00000102303	Gm38191	GM38191	protein_coding	TEC	"predicted_gene,_38191_[Source:MGI_Symbol;Acc:MGI:5611419]"	0.4623	NA
ENSMUSG00000109140	Gm45089	GM45089	protein_coding	TEC	predicted_gene_45089_[Source:MGI_Symbol;Acc:MGI:5753665]	0.4696	NA
ENSMUSG00000039092	Sptlc3	SPTLC3	protein_coding	protein_coding	"serine_palmitoyltransferase,_long_chain_base_subunit_3_[Source:MGI_Symbol;Acc:MGI:2444678]"	0.4331	NA
ENSMUSG00000096679	Olfr498	OLFR498	protein_coding	protein_coding	olfactory_receptor_498_[Source:MGI_Symbol;Acc:MGI:3030332]	0.3726	NA
ENSMUSG00000060699	Vmn1r35	VMN1R35	protein_coding	protein_coding	vomeronasal_1_receptor_35_[Source:MGI_Symbol;Acc:MGI:2159444]	0.3742	NA
ENSMUSG00000073158	9030624G23Rik	9030624G23RIK	protein_coding	protein_coding	RIKEN_cDNA_9030624G23_gene_[Source:MGI_Symbol;Acc:MGI:1914058]	0.5136	NA
ENSMUSG00000090461	Iltifb	ILTIFB	protein_coding	protein_coding	interleukin_10-related_T_cell-derived_inducible_factor_beta_[Source:MGI_Symbol;Acc:MGI:2151139]	0.3797	NA
ENSMUSG00000069307	Hist1h2bq	HIST1H2BQ	protein_coding	protein_coding	"histone_cluster_1,_H2bq_[Source:MGI_Symbol;Acc:MGI:3702051]"	0.5359	NA
ENSMUSG00000028259	Fhl5	FHL5	protein_coding	protein_coding	four_and_a_half_LIM_domains_5_[Source:MGI_Symbol;Acc:MGI:1913192]	0.4506	NA
ENSMUSG00000044444	Pfn3	PFN3	protein_coding	protein_coding	profilin_3_[Source:MGI_Symbol;Acc:MGI:2178800]	0.6239	NA
ENSMUSG00000056912	1700017N19Rik	1700017N19RIK	protein_coding	protein_coding	RIKEN_cDNA_1700017N19_gene_[Source:MGI_Symbol;Acc:MGI:1913855]	0.4171	NA
ENSMUSG00000111073	Olfr977-ps1	OLFR977-PS1	protein_coding	polymorphic_pseudogene	"olfactory_receptor_977,_pseudogene_1_[Source:MGI_Symbol;Acc:MGI:3030811]"	0.4783	NA
ENSMUSG00000024546	4930546C10Rik	4930546C10RIK	protein_coding	protein_coding	RIKEN_cDNA_4930546C10_gene_[Source:MGI_Symbol;Acc:MGI:1926181]	0.5124	NA
ENSMUSG00000040610	Tlx3	TLX3	protein_coding	protein_coding	"T_cell_leukemia,_homeobox_3_[Source:MGI_Symbol;Acc:MGI:1351209]"	0.6732	NA
ENSMUSG00000075061	Olfr1272	OLFR1272	protein_coding	protein_coding	olfactory_receptor_1272_[Source:MGI_Symbol;Acc:MGI:3031106]	0.4354	NA
ENSMUSG00000030507	Dbx1	DBX1	protein_coding	protein_coding	developing_brain_homeobox_1_[Source:MGI_Symbol;Acc:MGI:94867]	0.55	NA
ENSMUSG00000028116	Myoz2	MYOZ2	protein_coding	protein_coding	myozenin_2_[Source:MGI_Symbol;Acc:MGI:1913063]	0.469	NA
ENSMUSG00000109745	1700018G05Rik	1700018G05RIK	protein_coding	protein_coding	RIKEN_cDNA_1700018G05_gene_[Source:MGI_Symbol;Acc:MGI:1916638]	0.5544	NA
ENSMUSG00000034486	Gbx2	GBX2	protein_coding	protein_coding	gastrulation_brain_homeobox_2_[Source:MGI_Symbol;Acc:MGI:95668]	0.5436	NA
ENSMUSG00000033765	Calm4	CALM4	protein_coding	protein_coding	calmodulin_4_[Source:MGI_Symbol;Acc:MGI:1931464]	0.5027	NA
ENSMUSG00000112008	AC124556.1	AC124556.1	protein_coding	TEC	NA	0.4428	NA
ENSMUSG00000079342	Lipo1	LIPO1	protein_coding	protein_coding	"lipase,_member_O1_[Source:MGI_Symbol;Acc:MGI:3647308]"	0.3676	NA
ENSMUSG00000074195	Clca4b	CLCA4B	protein_coding	protein_coding	chloride_channel_accessory_4B_[Source:MGI_Symbol;Acc:MGI:2139790]	0.4351	NA
ENSMUSG00000025610	Map3k7cl	MAP3K7CL	protein_coding	protein_coding	Map3k7_C-terminal_like_[Source:MGI_Symbol;Acc:MGI:2446584]	0.4867	NA
ENSMUSG00000089724	Krtap4-8	KRTAP4-8	protein_coding	protein_coding	keratin_associated_protein_4-8_[Source:MGI_Symbol;Acc:MGI:3652306]	0.5473	NA
ENSMUSG00000052850	Tas2r137	TAS2R137	protein_coding	protein_coding	"taste_receptor,_type_2,_member_137_[Source:MGI_Symbol;Acc:MGI:3606604]"	0.4194	NA
ENSMUSG00000062791	Gm382	GM382	protein_coding	protein_coding	predicted_gene_382_[Source:MGI_Symbol;Acc:MGI:2685228]	0.3604	NA
ENSMUSG00000066366	Serpina1a	SERPINA1A	protein_coding	protein_coding	"serine_(or_cysteine)_peptidase_inhibitor,_clade_A,_member_1A_[Source:MGI_Symbol;Acc:MGI:891971]"	0.5168	NA
ENSMUSG00000079626	Rhox7b	RHOX7B	protein_coding	protein_coding	reproductive_homeobox_7B_[Source:MGI_Symbol;Acc:MGI:3705218]	0.5545	NA
ENSMUSG00000094868	Dlx6os2	DLX6OS2	protein_coding	TEC	"distal-less_homeobox_6,_opposite_strand_2_[Source:MGI_Symbol;Acc:MGI:1195963]"	0.5879	NA
ENSMUSG00000068431	Olfr742	OLFR742	protein_coding	protein_coding	olfactory_receptor_742_[Source:MGI_Symbol;Acc:MGI:3030576]	0.4155	NA
ENSMUSG00000108418	Gm44627	GM44627	protein_coding	TEC	predicted_gene_44627_[Source:MGI_Symbol;Acc:MGI:5753203]	0.4742	NA
ENSMUSG00000031271	Serpina7	SERPINA7	protein_coding	protein_coding	"serine_(or_cysteine)_peptidase_inhibitor,_clade_A_(alpha-1_antiproteinase,_antitrypsin),_member_7_[Source:MGI_Symbol;Acc:MGI:3041197]"	0.3952	NA
ENSMUSG00000067525	Olfr1427	OLFR1427	protein_coding	protein_coding	olfactory_receptor_1427_[Source:MGI_Symbol;Acc:MGI:3031261]	0.4155	NA
ENSMUSG00000056468	5730596B20Rik	5730596B20RIK	protein_coding	protein_coding	RIKEN_cDNA_5730596B20_gene_[Source:MGI_Symbol;Acc:MGI:1924830]	0.4884	NA
ENSMUSG00000020010	Vnn3	VNN3	protein_coding	protein_coding	vanin_3_[Source:MGI_Symbol;Acc:MGI:1347055]	0.4859	NA
ENSMUSG00000106337	Gm42478	GM42478	protein_coding	TEC	predicted_gene_42478_[Source:MGI_Symbol;Acc:MGI:5662615]	0.3667	NA
ENSMUSG00000114195	2900042G08Rik	2900042G08RIK	protein_coding	TEC	RIKEN_cDNA_2900042G08_gene_[Source:MGI_Symbol;Acc:MGI:1925651]	0.4338	NA
ENSMUSG00000096757	Olfr251	OLFR251	protein_coding	protein_coding	olfactory_receptor_251_[Source:MGI_Symbol;Acc:MGI:3030085]	0.3825	NA
ENSMUSG00000030402	Ppm1n	PPM1N	protein_coding	protein_coding	"protein_phosphatase,_Mg2+/Mn2+_dependent,_1N_(putative)_[Source:MGI_Symbol;Acc:MGI:2142330]"	0.5725	NA
ENSMUSG00000114266	AC158537.1	AC158537.1	protein_coding	TEC	NA	0.4068	NA
ENSMUSG00000101415	Gm28168	GM28168	protein_coding	protein_coding	predicted_gene_28168_[Source:MGI_Symbol;Acc:MGI:5578874]	0.338	NA
ENSMUSG00000050704	2310061N02Rik	2310061N02RIK	protein_coding	protein_coding	RIKEN_cDNA_2310061N02_gene_[Source:MGI_Symbol;Acc:MGI:1916911]	0.4635	NA
ENSMUSG00000102530	Gm37228	GM37228	protein_coding	TEC	"predicted_gene,_37228_[Source:MGI_Symbol;Acc:MGI:5610456]"	0.4048	NA
ENSMUSG00000107715	Gm44135	GM44135	protein_coding	TEC	"predicted_gene,_44135_[Source:MGI_Symbol;Acc:MGI:5690527]"	0.3315	NA
ENSMUSG00000059383	Gfral	GFRAL	protein_coding	protein_coding	GDNF_family_receptor_alpha_like_[Source:MGI_Symbol;Acc:MGI:3607786]	0.3634	NA
ENSMUSG00000115644	Vmn1r17	VMN1R17	protein_coding	protein_coding	vomeronasal_1_receptor_17_[Source:MGI_Symbol;Acc:MGI:2159452]	0.379	NA
ENSMUSG00000078118	Olfr483	OLFR483	protein_coding	protein_coding	olfactory_receptor_483_[Source:MGI_Symbol;Acc:MGI:3030317]	0.4098	NA
ENSMUSG00000067438	Hmx1	HMX1	protein_coding	protein_coding	H6_homeobox_1_[Source:MGI_Symbol;Acc:MGI:107178]	0.7178	NA
ENSMUSG00000044248	Vmn1r45	VMN1R45	protein_coding	protein_coding	vomeronasal_1_receptor_45_[Source:MGI_Symbol;Acc:MGI:1333762]	0.3975	NA
ENSMUSG00000111690	AC122305.4	AC122305.4	protein_coding	TEC	NA	0.4751	NA
ENSMUSG00000069582	Krtap10-4	KRTAP10-4	protein_coding	protein_coding	keratin_associated_protein_10-4_[Source:MGI_Symbol;Acc:MGI:1925013]	0.6126	NA
ENSMUSG00000024653	Scgb1a1	SCGB1A1	protein_coding	protein_coding	"secretoglobin,_family_1A,_member_1_(uteroglobin)_[Source:MGI_Symbol;Acc:MGI:98919]"	0.5063	NA
ENSMUSG00000027157	4930430A15Rik	4930430A15RIK	protein_coding	protein_coding	RIKEN_cDNA_4930430A15_gene_[Source:MGI_Symbol;Acc:MGI:1914825]	0.3737	NA
ENSMUSG00000027261	Hao1	HAO1	protein_coding	protein_coding	"hydroxyacid_oxidase_1,_liver_[Source:MGI_Symbol;Acc:MGI:96011]"	0.456	NA
ENSMUSG00000054450	Gm9945	GM9945	protein_coding	protein_coding	predicted_gene_9945_[Source:MGI_Symbol;Acc:MGI:3641652]	0.4238	NA
ENSMUSG00000103952	Gm37268	GM37268	protein_coding	TEC	"predicted_gene,_37268_[Source:MGI_Symbol;Acc:MGI:5610496]"	0.3309	NA
ENSMUSG00000021214	Akr1c18	AKR1C18	protein_coding	protein_coding	"aldo-keto_reductase_family_1,_member_C18_[Source:MGI_Symbol;Acc:MGI:2145420]"	0.4381	NA
ENSMUSG00000094918	Gm8765	GM8765	protein_coding	protein_coding	predicted_gene_8765_[Source:MGI_Symbol;Acc:MGI:3704126]	0.48	NA
ENSMUSG00000081225	Cyp2j12	CYP2J12	protein_coding	protein_coding	"cytochrome_P450,_family_2,_subfamily_j,_polypeptide_12_[Source:MGI_Symbol;Acc:MGI:3717097]"	0.4534	NA
ENSMUSG00000094721	Olfr1462	OLFR1462	protein_coding	protein_coding	olfactory_receptor_1462_[Source:MGI_Symbol;Acc:MGI:3031296]	0.3858	NA
ENSMUSG00000057116	AF366264	AF366264	protein_coding	protein_coding	cDNA_sequence_AF366264_[Source:MGI_Symbol;Acc:MGI:2667157]	0.4213	NA
ENSMUSG00000096397	Trav17	TRAV17	protein_coding	TR_V_gene	T_cell_receptor_alpha_variable_17_[Source:MGI_Symbol;Acc:MGI:3702128]	0.5272	NA
ENSMUSG00000089840	Gm4491	GM4491	protein_coding	protein_coding	predicted_gene_4491_[Source:MGI_Symbol;Acc:MGI:3782676]	0.4005	NA
ENSMUSG00000079466	Prdm12	PRDM12	protein_coding	protein_coding	PR_domain_containing_12_[Source:MGI_Symbol;Acc:MGI:2685844]	0.5775	NA
ENSMUSG00000072888	Samt2	SAMT2	protein_coding	protein_coding	spermatogenesis_associated_multipass_transmembrane_protein_2_[Source:MGI_Symbol;Acc:MGI:3646587]	0.4074	NA
ENSMUSG00000094509	Ighv14-1	IGHV14-1	protein_coding	IG_V_gene	immunoglobulin_heavy_variable_14-1_[Source:MGI_Symbol;Acc:MGI:4439920]	0.5242	NA
ENSMUSG00000093825	Olfr723	OLFR723	protein_coding	protein_coding	olfactory_receptor_723_[Source:MGI_Symbol;Acc:MGI:3030557]	0.4056	NA
ENSMUSG00000102141	Gm3952	GM3952	protein_coding	protein_coding	predicted_gene_3952_[Source:MGI_Symbol;Acc:MGI:3782126]	0.3944	NA
ENSMUSG00000073482	Gm10517	GM10517	protein_coding	TEC	predicted_gene_10517_[Source:MGI_Symbol;Acc:MGI:3642267]	0.6133	NA
ENSMUSG00000106899	1700013A02Rik	1700013A02RIK	protein_coding	TEC	RIKEN_cDNA_1700013A02_gene_[Source:MGI_Symbol;Acc:MGI:1916616]	0.4295	NA
ENSMUSG00000035427	Mageb4	MAGEB4	protein_coding	protein_coding	"melanoma_antigen,_family_B,_4_[Source:MGI_Symbol;Acc:MGI:2148568]"	0.4598	NA
ENSMUSG00000095095	Olfr385	OLFR385	protein_coding	protein_coding	olfactory_receptor_385_[Source:MGI_Symbol;Acc:MGI:3030219]	0.4222	NA
ENSMUSG00000090840	1700092M07Rik	1700092M07RIK	protein_coding	protein_coding	RIKEN_cDNA_1700092M07_gene_[Source:MGI_Symbol;Acc:MGI:1921557]	0.5399	NA
ENSMUSG00000114664	CT010470.1	CT010470.1	protein_coding	TEC	NA	0.4259	NA
ENSMUSG00000106356	Gm42438	GM42438	protein_coding	TEC	predicted_gene_42438_[Source:MGI_Symbol;Acc:MGI:5662575]	0.3491	NA
ENSMUSG00000069718	Gm11563	GM11563	protein_coding	protein_coding	predicted_gene_11563_[Source:MGI_Symbol;Acc:MGI:3650330]	0.5198	NA
ENSMUSG00000060084	Olfr748	OLFR748	protein_coding	protein_coding	olfactory_receptor_748_[Source:MGI_Symbol;Acc:MGI:3030582]	0.4174	NA
ENSMUSG00000108645	Gm44722	GM44722	protein_coding	TEC	predicted_gene_44722_[Source:MGI_Symbol;Acc:MGI:5753298]	0.4862	NA
ENSMUSG00000027880	Slc25a54	SLC25A54	protein_coding	protein_coding	"solute_carrier_family_25,_member_54_[Source:MGI_Symbol;Acc:MGI:1921936]"	0.4546	NA
ENSMUSG00000090961	Vmn2r8	VMN2R8	protein_coding	protein_coding	"vomeronasal_2,_receptor_8_[Source:MGI_Symbol;Acc:MGI:3642986]"	0.4028	NA
ENSMUSG00000029269	Sult1b1	SULT1B1	protein_coding	protein_coding	"sulfotransferase_family_1B,_member_1_[Source:MGI_Symbol;Acc:MGI:2136282]"	0.3764	NA
ENSMUSG00000111002	CT010514.1	CT010514.1	protein_coding	TEC	NA	0.4274	NA
ENSMUSG00000059379	Olfr1014	OLFR1014	protein_coding	protein_coding	olfactory_receptor_1014_[Source:MGI_Symbol;Acc:MGI:3030848]	0.3844	NA
ENSMUSG00000103732	Gm38315	GM38315	protein_coding	TEC	"predicted_gene,_38315_[Source:MGI_Symbol;Acc:MGI:5611543]"	0.4185	NA
ENSMUSG00000076861	Trav18	TRAV18	protein_coding	TR_V_gene	T_cell_receptor_alpha_variable_18_[Source:MGI_Symbol;Acc:MGI:3649382]	0.536	NA
ENSMUSG00000044206	Vsig4	VSIG4	protein_coding	protein_coding	V-set_and_immunoglobulin_domain_containing_4_[Source:MGI_Symbol;Acc:MGI:2679720]	0.4569	NA
ENSMUSG00000109427	Gm45845	GM45845	protein_coding	TEC	predicted_gene_45845_[Source:MGI_Symbol;Acc:MGI:5804960]	0.4519	NA
ENSMUSG00000113597	AC153152.2	AC153152.2	protein_coding	TEC	NA	0.4359	NA
ENSMUSG00000108384	Gm45082	GM45082	protein_coding	TEC	predicted_gene_45082_[Source:MGI_Symbol;Acc:MGI:5753658]	0.4626	NA
ENSMUSG00000096399	Vmn2r35	VMN2R35	protein_coding	protein_coding	"vomeronasal_2,_receptor_35_[Source:MGI_Symbol;Acc:MGI:3646200]"	0.3929	NA
ENSMUSG00000084782	Gm11213	GM11213	protein_coding	protein_coding	predicted_gene_11213_[Source:MGI_Symbol;Acc:MGI:3701774]	0.5199	NA
ENSMUSG00000102959	Gm37015	GM37015	protein_coding	TEC	"predicted_gene,_37015_[Source:MGI_Symbol;Acc:MGI:5610243]"	0.4425	NA
ENSMUSG00000108630	Gm44607	GM44607	protein_coding	TEC	predicted_gene_44607_[Source:MGI_Symbol;Acc:MGI:5753183]	0.311	NA
ENSMUSG00000091091	Kcnmb3	KCNMB3	protein_coding	protein_coding	"potassium_large_conductance_calcium-activated_channel,_subfamily_M,_beta_member_3_[Source:MGI_Symbol;Acc:MGI:3612244]"	0.5184	NA
ENSMUSG00000043342	Hoxd9	HOXD9	protein_coding	protein_coding	homeobox_D9_[Source:MGI_Symbol;Acc:MGI:96210]	0.61	NA
ENSMUSG00000102865	Gm9839	GM9839	protein_coding	TEC	predicted_gene_9839_[Source:MGI_Symbol;Acc:MGI:3641910]	0.4544	NA
ENSMUSG00000046258	Adam29	ADAM29	protein_coding	protein_coding	a_disintegrin_and_metallopeptidase_domain_29_[Source:MGI_Symbol;Acc:MGI:2676326]	0.3819	NA
ENSMUSG00000058252	Tcp11x2	TCP11X2	protein_coding	protein_coding	"t-complex_11_family,_X-linked_2_[Source:MGI_Symbol;Acc:MGI:1919091]"	0.411	NA
